Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
d45fbba5-22f2-646a-e0c0-165135e1886c,1976-07-22,,999-35-2543,S99914666,X41592382X,Mr.,Ernest565,,Dickinson688,,,M,asian,nonhispanic,M,Ho Chi Minh City  Gia Định  VN,635 Marquardt Ferry Unit 56,Grafton,Massachusetts,Worcester County,,00000,42.169295100597665,-71.7263407358354,8241.50,82808.27,6753
46254d13-07eb-7e05-7f6f-b62ddabff2ea,1976-06-14,1979-06-14,999-74-5633,,,,Nora0,Arleen939,Grady603,,,,asian,nonhispanic,F,Westfield  Massachusetts  US,1007 Haley Fort Suite 91,Watertown,Massachusetts,Middlesex County,25017,02472,42.36548586417753,-71.18444386926927,1367.44,19471.21,7403
7206b997-81e2-bd20-9890-e67b78392469,1965-04-21,,999-41-6157,S99929010,X85299755X,Mr.,Morgan564,,Welch179,,,M,white,nonhispanic,M,South Hadley  Massachusetts  US,269 Ferry Hollow,Newton,Massachusetts,Middlesex County,25017,02462,42.36358583994246,-71.20810091522395,174483.99,561483.31,766745
8283a4f0-6967-3c89-7b9a-88e0299ee7f2,1962-02-28,,999-10-3315,S99980474,X77381483X,Mrs.,Grazyna952,Robbie31,Beahan375,,O'Reilly797,M,white,nonhispanic,F,Lynn  Massachusetts  US,443 Franecki Wynd,Lynn,Massachusetts,Essex County,25009,01907,42.49573641898532,-71.01355957243814,21066.72,1105875.88,11878
d75705b7-43f6-ff36-904d-22b0903fd248,1941-03-05,,999-98-9045,S99929173,X12383295X,Mrs.,Alisha974,Imogene688,Zulauf375,,Schroeder447,D,white,nonhispanic,F,Billerica  Massachusetts  US,553 Shields Station,Springfield,Massachusetts,Hampden County,25013,01105,42.07154380987158,-72.62444231190557,846084.52,544952.14,47818
6a7a9026-4eea-f016-2d2d-800353458c1c,1969-08-15,,999-17-8114,S99917539,X17999764X,Mr.,Fletcher87,Tyron580,Tillman293,,,M,white,nonhispanic,M,Wrentham  Massachusetts  US,651 Towne Rest,Fitchburg,Massachusetts,Worcester County,25027,01420,42.61317219401841,-71.8316120450673,136138.88,13383.56,144576
9907e4e0-3b68-e706-b40d-4e67a4c28053,1985-11-25,,999-45-8120,S99972887,X66911262X,Ms.,Norman647,,Kohler843,,,S,white,nonhispanic,F,Greenfield  Massachusetts  US,289 Kuhlman Manor Apt 84,New Bedford,Massachusetts,Bristol County,25005,02746,41.74811266013567,-70.90304332926273,293358.05,907810.73,146440
df491e5e-4862-ddc4-55c7-8e6b1affe322,1976-06-14,,999-26-1637,S99984580,X18852591X,Ms.,Crista774,Lawanna610,Shanahan202,,,S,asian,nonhispanic,F,Acton  Massachusetts  US,1089 Kassulke Rue Unit 56,Watertown,Massachusetts,Middlesex County,25017,02472,42.3921756997721,-71.17069705446815,19866.75,1308853.70,7403
c9a8c64f-035d-c5f9-c1f6-3e3dfdbb21a8,1961-02-20,,999-92-9417,S99972346,X70430775X,Mr.,Seth414,Darrel772,Harber290,,,M,white,nonhispanic,M,Dartmouth  Massachusetts  US,871 King Bay Unit 69,Peabody,Massachusetts,Essex County,25009,01940,42.56548385975274,-71.00679747265394,168011.20,114395.64,28805
535e9fa6-9876-57c9-c6af-51ab660ba995,2008-10-23,,999-25-1153,,,,Craig656,Ned189,Jast432,,,,white,nonhispanic,M,Attleboro  Massachusetts  US,1077 Hintz Avenue Suite 72,Lynn,Massachusetts,Essex County,25009,01902,42.54170777551029,-71.03987270555508,3645.86,76735.03,10500
e2aaf7c5-0111-09d3-635d-415b47698451,1955-07-16,2018-09-12,999-14-3449,S99969935,X69475048X,Mrs.,Marlo857,,Denesik803,,Oberbrunner298,M,white,nonhispanic,F,Marlborough  Massachusetts  US,616 Brown Junction,Lowell,Massachusetts,Middlesex County,25017,01851,42.6172648643735,-71.33630981278505,27110.89,2352895.14,22565
c90b29fd-e413-c728-54c9-3dfa2f8c9393,1999-07-23,,999-14-5774,S99932285,X86863518X,Mr.,Romeo514,Paris331,Stroman228,,,,white,nonhispanic,M,Gardner  Massachusetts  US,785 Cruickshank Corner Apt 67,Salem,Massachusetts,Essex County,25009,01970,42.49979184056865,-70.87262758378208,52558.44,9543.95,51190
7b49f170-4c87-62e9-bacf-eaa055a23c71,1955-07-16,1973-06-25,999-62-2367,S99939435,,,Marketta481,Bethanie176,Moore224,,,,white,nonhispanic,F,Westborough  Massachusetts  US,650 Murray Mission,Lowell,Massachusetts,Middlesex County,25017,01850,42.64063595929809,-71.39315257231281,4912.15,67170.98,22565
f01d3717-258b-fb28-991f-fec2ba00c4dd,2000-04-17,,999-43-2717,S99947678,X38654108X,Ms.,Dominica520,Tenesha164,Barrows492,,,,black,nonhispanic,F,Duxbury  Massachusetts  US,1072 Runolfsdottir Promenade Apt 1,Quincy,Massachusetts,Norfolk County,25021,02169,42.29470104606915,-70.95742110037322,6856.05,284765.16,7218
ef14943a-8419-6870-49ea-f89aaa16d8ac,1976-11-05,,999-43-1336,S99974732,X87860502X,Mrs.,Corrina72,Veronika907,Harber290,,Kreiger457,M,other,nonhispanic,F,Lynn  Massachusetts  US,173 Bauch Forge Unit 90,New Bedford,Massachusetts,Bristol County,25005,02744,41.70996223092687,-70.94752896132817,26233.80,1255692.57,15587
d558a104-e8ac-a072-e6e5-c0c179e0961f,1956-03-05,,999-73-4050,S99971315,X85915217X,Ms.,Bobette685,Jeanna557,Schulist381,,,S,white,nonhispanic,F,Walpole  Massachusetts  US,319 White Well,Medford,Massachusetts,Middlesex County,25017,02145,42.42763563537351,-71.08076907115658,406482.45,1096813.65,122933
058703df-0390-7dcd-0c16-9628ce96ece5,2003-02-27,,999-23-8847,S99970566,X43863098X,Ms.,Debbie941,,Lowe577,,,,white,nonhispanic,F,Boston  Massachusetts  US,103 Conn Spur,Plymouth,Massachusetts,Plymouth County,25023,02360,41.85085409491506,-70.66354108955223,5189.07,68888.18,3018
b6290d42-4707-a9bc-48ff-0b635dbb48c3,1961-05-04,,999-51-5861,S99925466,X78034799X,Mrs.,Melanie283,Katharine125,Rowe323,,Mohr916,M,white,nonhispanic,F,Canton  Massachusetts  US,340 Connelly Underpass,Billerica,Massachusetts,Middlesex County,,00000,42.56846274277309,-71.29677480053299,297227.89,0.00,97412
028c6808-3505-37c5-34bb-21fdbf4e362d,1978-02-21,,999-85-8382,S99944093,X74427184X,Mr.,Val761,Josh874,Boyer713,,,S,white,nonhispanic,M,Acton  Massachusetts  US,489 Toy Trafficway Unit 25,Lowell,Massachusetts,Middlesex County,25017,01850,42.678541571973966,-71.3072158969608,224900.31,0.00,56430
5b2f9c7d-13da-adc1-cd31-4001e1561565,1990-08-13,,999-89-8288,S99999169,X42419315X,Mrs.,Ferne426,,Bednar518,,Shields502,M,white,nonhispanic,F,Winthrop  Massachusetts  US,345 Shields Highlands Suite 86,Boston,Massachusetts,Suffolk County,25025,02136,42.35515051911686,-71.04070368692234,116937.65,78086.35,91390
ccd01942-9a35-ed68-c2e7-54e19af1a3ae,1993-05-02,,999-88-9935,S99950602,X55386061X,Mr.,Quincy153,Margarito178,Kautzer186,,,M,white,nonhispanic,M,East Longmeadow  Massachusetts  US,324 Spinka Arcade Suite 63,Whitman,Massachusetts,Plymouth County,,00000,42.1198151467111,-70.94399990473308,86266.67,29158.00,85247
645fe0e0-ad28-2c48-4158-d66548eacef7,2004-08-19,,999-51-8162,S99989488,X9792905X,Ms.,Sage164,,Hintz995,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,763 Predovic Path,Chicopee,Massachusetts,Hampden County,25013,01013,42.20750563874179,-72.54720701377589,80304.95,86718.94,919756
ce3ed294-0ab4-e15c-9fc1-a08e6b3fa419,1980-08-23,,999-55-4399,S99956640,X78005205X,Mrs.,Devin82,Nan75,O'Reilly797,,Littel644,M,white,nonhispanic,F,Cambridge  Massachusetts  US,843 Lakin Neck Suite 95,Lowell,Massachusetts,Middlesex County,25017,01852,42.69839700721302,-71.3396807833842,360834.69,714564.36,40709
4141088a-1d89-d5fe-1997-e8dc70c3fe3c,1997-04-14,,999-46-5347,S99959357,X3232736X,Ms.,Ruthann382,Florance664,Zieme486,,,,asian,nonhispanic,F,Lawrence  Massachusetts  US,212 Weissnat Overpass,Worcester,Massachusetts,Worcester County,25027,01603,42.31334246170872,-71.7388132018171,115423.70,221078.00,114867
6610278c-a2bc-88c3-3520-75ee83ec2dba,1973-02-19,,999-94-2784,S99916263,X60613056X,Mr.,Desmond566,Thanh759,Raynor401,,,S,black,nonhispanic,M,Plymouth  Massachusetts  US,915 Hartmann Trafficway Suite 2,Templeton,Massachusetts,Worcester County,,00000,42.54329288115189,-72.07463927358889,59893.54,387582.66,983528
2dc5b96a-c8d8-5820-b928-1f630644806b,1955-07-16,,999-63-6927,S99979580,X55841613X,Mrs.,Cordia574,Guillermina633,Terry864,,Parker433,W,white,nonhispanic,F,East Brookfield  Massachusetts  US,801 Mohr Path,Lowell,Massachusetts,Middlesex County,25017,01851,42.65787950635415,-71.32999435358074,38156.34,1934276.28,22565
afcf3b6d-ea78-ad00-765b-62e6318bc02e,1984-09-27,,999-67-1020,S99988858,X78577637X,Ms.,Kamilah729,,Cronin387,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,712 Kiehn Promenade Suite 95,Westfield,Massachusetts,Hampden County,25013,01086,42.10858278441028,-72.78623272725955,12223.56,627380.27,20306
10a8d835-ae8a-72fb-132d-448a8723c4ae,2013-04-02,,999-79-7726,,,,Jewell855,Joshua658,Stark857,,,,white,nonhispanic,M,South Dennis  Massachusetts  US,172 Simonis Meadow,Somerville,Massachusetts,Middlesex County,25017,02144,42.40163240566078,-71.10781607124596,31233.05,507.25,190654
74d63286-fe65-ee26-776c-5ed03a0aecbd,1996-11-18,,999-21-7391,S99999337,X53948924X,Ms.,Aurore252,Eustolia154,Tromp100,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,494 Bashirian Annex Unit 91,Everett,Massachusetts,Middlesex County,25017,02149,42.40063913338122,-71.1070304930905,129596.66,216802.33,104587
f53300e1-9b12-9072-2cbc-4185feae639b,1974-03-19,,999-13-9138,S99957048,X45228562X,Mr.,Edward499,Tanner110,Turner526,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,584 Ullrich Quay Unit 28,Gloucester,Massachusetts,Essex County,25009,01930,42.66354682719558,-70.64136029170439,282411.02,36213.55,45727
dd1eef08-efe1-5843-b87f-53829cf25dd9,2015-05-15,,999-31-6522,,,,Madonna830,Ellena683,Parisian75,,,,white,hispanic,F,Springfield  Massachusetts  US,389 Williamson Gate,Marblehead,Massachusetts,Essex County,25009,01945,42.52036496904383,-70.87123456318473,26515.44,0.00,895502
8eaa3c3e-0638-be6d-4037-13a250a5f2e7,1997-10-06,,999-28-1438,S99955679,X24572385X,Mr.,Bud153,,Satterfield305,,,,white,nonhispanic,M,Boston  Massachusetts  US,859 Bernier Wall Apt 21,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.95516337835654,-71.0176217493519,65054.44,0.00,193280
05d1771e-ca6a-a056-ce00-aa9d705a5fb9,1987-07-12,,999-55-3623,S99947845,X30378608X,Ms.,Windy313,Rasheeda241,Doyle959,,,S,white,nonhispanic,F,Boston  Massachusetts  US,469 Lueilwitz Alley,Randolph,Massachusetts,Norfolk County,25021,02368,42.16629751129695,-71.02471527645972,181206.28,306116.99,178348
f2fb2911-d673-ff48-5db7-ac5608c9efd1,2021-03-27,,999-43-6280,,,,Antonio44,Darell496,Schroeder447,,,,hawaiian,nonhispanic,M,Gloucester  Massachusetts  US,915 Cartwright Avenue,Adams,Massachusetts,Berkshire County,25003,01220,42.589414481078286,-73.07214570058738,4730.86,2452.68,41064
0aba37de-58d1-a60d-ad2a-76f003ac46d9,1968-05-30,,999-63-5986,S99984018,X55896374X,Ms.,Mica978,Gladis186,Paucek755,,,S,white,nonhispanic,F,Boston  Massachusetts  US,372 Yost Gateway Apt 41,North Andover,Massachusetts,Essex County,,00000,42.689562997850366,-71.12130421305605,533191.32,444543.01,67097
450ea05a-c8c8-3e2e-4ad9-9e79abed28ee,1980-03-16,,999-57-6145,S99990777,X1878241X,Mrs.,Tandra334,Dalia295,Cummings51,,Durgan499,M,white,nonhispanic,F,Pepperell  Massachusetts  US,363 Crooks Burg,Hopedale,Massachusetts,Worcester County,25027,01747,42.10774673231104,-71.56090660120931,783149.96,142822.91,60904
217794b2-a7b9-e9bf-19ca-07845203c336,1991-11-07,,999-86-1393,S99958940,X57911415X,Mr.,Domingo513,Raymundo71,Barrows492,,,M,white,nonhispanic,M,Stockbridge  Massachusetts  US,1023 Gaylord Promenade,Lawrence,Massachusetts,Essex County,25009,01841,42.7006445985037,-71.11574621516503,109928.57,20587.43,65466
4143d463-b339-db16-93f4-fc6024dc3166,1974-12-16,,999-60-9562,S99918579,X2866074X,Mrs.,Clarinda196,,Schroeder447,,Bayer639,D,white,nonhispanic,F,Haverhill  Massachusetts  US,194 Osinski Throughway Unit 10,Petersham,Massachusetts,Worcester County,25027,01366,42.498068721226545,-72.1776376082853,239884.06,108773.11,39473
236819c8-22dd-2e00-3603-394fc683e05a,1992-06-12,,999-39-1872,S99993154,X55931227X,Mrs.,Anita473,Concepción765,Blanco851,,Tirado305,M,white,hispanic,F,San Jose  San Jose  CR,533 Spencer View Apt 29,Worcester,Massachusetts,Worcester County,25027,01608,42.32764464670554,-71.85939270695165,190249.88,769399.63,33007
2564e5fd-0052-3626-43d0-f76e85ec3403,1976-03-12,,999-62-4104,S99996109,X42256888X,Mrs.,Nidia145,Lavona767,Adams676,,Wolff180,M,white,nonhispanic,F,Natick  Massachusetts  US,959 Jacobson Port,Westwood,Massachusetts,Norfolk County,,00000,42.1931636981871,-71.2119620609334,15469.63,736187.38,17064
17021903-597d-cdbb-1778-def30517a351,2021-10-08,,999-22-3744,,,,Jayson808,Jude172,Boyle917,,,,white,nonhispanic,M,Whately  Massachusetts  US,673 Bode Port Suite 75,Cambridge,Massachusetts,Middlesex County,25017,02140,42.371698215709124,-71.13937092146031,6306.63,0.00,125513
803e146a-2190-6146-f47a-d9d2f4802372,1975-04-23,,999-63-9265,S99946991,X24520179X,Mrs.,Suzanna632,,Bauch723,,Marquardt819,M,white,nonhispanic,F,East Falmouth  Massachusetts  US,104 Funk Mall,Billerica,Massachusetts,Middlesex County,,00000,42.542731128840124,-71.24687995336836,1080547.60,973943.65,95252
b0aabd33-e2ef-d378-8a80-e895a7a484d2,1990-09-29,,999-93-6929,S99923063,X75869658X,Mr.,Byron202,Eddie505,Dicki44,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,750 Kling Manor,Bellingham,Massachusetts,Norfolk County,25021,02019,42.08457615996286,-71.4944520082039,6431.41,121782.79,9541
47856abd-441a-ea8e-0634-eb96d2769d88,1996-11-26,,999-16-7987,S99982351,X68551005X,Mr.,Angel97,Troy560,Nienow652,,,,asian,nonhispanic,M,Bourne  Massachusetts  US,826 Hackett Flat,Foxborough,Massachusetts,Norfolk County,25021,02035,42.10317376184597,-71.28610472451184,33968.90,30972.84,219087
293b5a82-8971-8720-caa8-4b70a2adc6bf,1990-08-05,,999-61-5962,S99995840,X32534362X,Mr.,Lester513,,Yost751,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,645 Goldner Dale Unit 70,Conway,Massachusetts,Franklin County,,00000,42.538515119381586,-72.7005192008963,41543.05,16092.45,101578
d0fb90c2-5da6-f073-4d7d-ace37f047fc2,1979-09-17,,999-98-6785,S99946731,X68263593X,Mrs.,Melaine933,Hattie299,Barton704,,Walsh511,D,white,nonhispanic,F,Longmeadow  Massachusetts  US,413 Schinner Lane Apt 59,Leominster,Massachusetts,Worcester County,25027,01453,42.58631457510783,-71.78273409248898,14522.48,1033873.25,21980
2817640e-c8b7-0625-f62f-6e1fd81b99e7,1977-03-01,,999-63-3565,S99990003,X17255310X,Mr.,Cliff504,Barney639,Heidenreich818,,,D,white,nonhispanic,M,Newton  Massachusetts  US,153 Jakubowski Trail,Ayer,Massachusetts,Middlesex County,25027,01434,42.597743866065464,-71.623579987506,77724.88,73027.74,60443
a85f76dc-71f7-edab-a08f-09edfd72970c,2018-08-20,,999-34-1773,,,,Donn979,Lon587,Jenkins714,,,,black,nonhispanic,M,Boston  Massachusetts  US,398 Cummerata Rapid Unit 44,Blackstone,Massachusetts,Worcester County,,00000,42.016717548056384,-71.48471131657239,11925.94,15434.15,91714
b3ddbe0c-5123-a7de-0148-34e16aa3524e,1989-06-30,2015-03-03,999-11-3845,S99984473,X87808649X,Ms.,Carolina179,Ángela136,Aragón562,,,,white,hispanic,F,Bogota  Bogota  CO,689 Kunde Way,Malden,Massachusetts,Middlesex County,25017,02155,42.433515613849465,-71.01355680112721,18292.01,1071783.04,3077
f9eb008f-7c7b-a8e1-712f-dc839dcd8d88,2001-02-06,,999-17-6192,S99956824,X2688256X,Ms.,Jodi410,Rhona164,Champlin946,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,145 Turner Crossroad Apt 74,Swansea,Massachusetts,Bristol County,,00000,41.719378323595166,-71.19255267454638,93056.98,24390.54,91117
bbed15dc-86ad-f0dc-6a92-77bc3065e8a9,1993-02-19,,999-14-3830,S99972739,X19562912X,Mr.,Roberto515,,Schmidt332,,,S,white,nonhispanic,M,Scituate  Massachusetts  US,658 Runolfsdottir Brook Unit 83,Rockland,Massachusetts,Plymouth County,,00000,42.112958122872094,-70.95733420649084,76434.26,12584.93,31405
7110d386-e6be-5d38-8ad2-da4ecc5724b3,1989-06-30,2007-12-11,999-13-4110,S99977008,,Ms.,María Eugenia578,Laura391,Tórrez28,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,865 Langworth Mission Unit 12,Malden,Massachusetts,Middlesex County,25017,02155,42.4267253913766,-71.09701803761456,6607.36,97880.27,3077
a9766876-eaf4-4778-ef65-1bccc23df0f1,1986-10-29,,999-14-6243,S99972906,X59908136X,Mrs.,Anastacia583,,Ward668,,Harber290,M,white,nonhispanic,F,Bourne  Massachusetts  US,239 Ullrich Extension Apt 72,Watertown,Massachusetts,Middlesex County,25017,02472,42.38736151470113,-71.16209710825846,78652.18,571876.43,23784
d1a6f11a-eb7b-1b69-3dcb-c6b14a785c1b,2022-12-24,,999-21-2170,,,,Shakia673,Felicia295,Padberg411,,,,asian,nonhispanic,F,Abington  Massachusetts  US,1026 Hoeger Approach,Worcester,Massachusetts,Worcester County,25027,01602,42.28863687013216,-71.84286853271159,200.00,4528.38,745
ec592269-a2d4-382a-fc9b-5e5c2e95bf55,1989-06-30,,999-80-8676,S99969788,X19610358X,Mrs.,Leonor133,Cecilia788,Galván169,,Olivera810,M,white,hispanic,F,Panama City  Panama  PA,518 Corwin Skyway,Malden,Massachusetts,Middlesex County,25017,02148,42.38552087424095,-71.03754565337205,22157.47,741716.18,3077
7f38ec83-069a-63c3-a54c-a89df70b447f,1990-06-23,,999-72-9018,S99957169,X21041985X,Mr.,Reggie481,Foster87,Pouros728,,,M,white,nonhispanic,M,Shelburne Falls  Massachusetts  US,773 Bergnaum Parade,Norwood,Massachusetts,Norfolk County,25021,02062,42.193428095023016,-71.21693346871865,39809.38,41457.50,189023
73d746f5-d046-e7f1-6488-52ea25517a4b,1968-02-03,,999-61-4413,S99943643,X70824318X,Mr.,Rigoberto443,Gabriel934,Kuhlman484,,,M,white,nonhispanic,M,Hingham  Massachusetts  US,498 Kemmer Knoll,Worcester,Massachusetts,Worcester County,25027,01610,42.313686480453605,-71.76660911204465,153802.25,24332.15,59309
f14616e7-ce9c-c83a-25f5-43d2aa2d419e,1979-04-20,,999-91-9592,S99932551,X88503492X,Mrs.,Argentina169,Letha284,Morar593,,Roob72,M,white,nonhispanic,F,Falmouth  Massachusetts  US,925 Raynor Bay Apt 35,Sandwich,Massachusetts,Barnstable County,25001,02563,41.7495786448222,-70.51551063948669,132971.73,1015525.84,155632
a179a151-bd33-d393-56f2-89b7aa24edda,1994-11-03,,999-37-5868,S99940129,X54077668X,Mr.,Alvaro283,Wilbur107,Connelly992,,,M,white,nonhispanic,M,Norwood  Massachusetts  US,423 McLaughlin Frontage road,Boston,Massachusetts,Suffolk County,25025,02114,42.27434380449648,-71.12948282203611,5395.86,50733.88,17924
4d1dbf68-3f56-197b-d758-6ee7fe51a958,1948-06-09,,999-82-5618,S99973543,X62181793X,Mr.,Jerold208,Dewitt635,Schmitt836,,,S,white,hispanic,M,Revere  Massachusetts  US,244 Collins Orchard Unit 62,Westfield,Massachusetts,Hampden County,25013,01085,42.11846308758038,-72.73447711088166,345557.50,271030.04,113701
a6f6b34b-4e3b-c6c1-4ade-919da7cca0a4,1976-12-25,,999-66-6896,S99914439,X47316486X,Mr.,Cristopher265,,Hartmann983,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,1003 Grady Gate,Lee,Massachusetts,Berkshire County,25003,01238,42.25651127282699,-73.22750759793512,110838.32,23549.76,34138
d61bbfe2-63ac-07de-e8b5-982373209322,1972-06-29,,999-29-1498,S99966253,X49348222X,Mrs.,Dana512,Sammie902,Spencer878,,Bartoletti50,M,white,nonhispanic,F,Toulouse  Occitanie  FR,710 Hirthe Crossing,Quincy,Massachusetts,Norfolk County,25021,02171,42.244792715938594,-71.02436354035159,753531.66,772702.07,72676
23d45031-290d-d938-41e1-08a637522745,1981-05-27,,999-96-8378,S99925098,X69702139X,Mrs.,Cecil300,,Sporer811,,Robel940,M,white,nonhispanic,F,Fall River  Massachusetts  US,1076 Kunde Meadow,Brockton,Massachusetts,Plymouth County,25023,02301,42.06874969598329,-70.96894836379877,421455.49,625492.70,98857
62a964fa-f738-3d73-0c9b-15b274916e5c,1941-07-20,2005-10-29,999-45-2639,S99983977,X77353200X,Mr.,Albert312,Lawrence741,Ruecker817,,,M,white,nonhispanic,M,Malden  Massachusetts  US,667 Hettinger Mews Apt 65,Boston,Massachusetts,Suffolk County,25025,02136,42.24459798680377,-71.15324819429526,438724.62,438098.46,59660
20af0d0d-a2ff-430e-5e03-a512822e6169,2012-01-04,,999-70-3763,,,,Bryant814,Kory651,Connelly992,,,,black,nonhispanic,M,Medfield  Massachusetts  US,655 Green Ville Suite 77,Revere,Massachusetts,Suffolk County,25025,02151,42.43237855470998,-71.02401918102858,41943.11,5176.48,81322
e4c4bc26-c452-e161-87a9-71ca5c9ba061,1993-10-28,,999-17-4727,S99951852,X82248993X,Ms.,Galina98,Cathy455,Heidenreich818,,,S,white,nonhispanic,F,Leominster  Massachusetts  US,437 Nicolas Approach,Woburn,Massachusetts,Middlesex County,25017,01801,42.4467165091594,-71.10553244407889,193489.85,309.38,74104
ef3d0557-ea8b-2d6e-af87-526d4d56f550,2000-06-24,,999-73-8021,S99918148,X85124592X,Mr.,Dion244,Derrick232,Douglas31,,,,white,nonhispanic,M,Provincetown  Massachusetts  US,550 Bailey Street Suite 92,Cambridge,Massachusetts,Middlesex County,25017,02140,42.41778001172685,-71.12526029348751,60699.84,16265.31,843714
